VAR1,SNP_Names,Position__cM_,Mean_LOD,Mean_P_Value,Variance_LOD,Variance_P_Value,Joint_LOD,Joint_P_Value,A_Mean_Est,A_Mean_Lower_Bound,A_Mean_Upper_Bound,A_Standard_Deviation_Est,A_Standard_Deviation_Lower_Boun,A_Standard_Deviation_Upper_Boun,B_Mean_Est,B_Mean_Lower_Bound,B_Mean_Upper_Bound,B_Standard_Deviation_Est,B_Standard_Deviation_Lower_Boun,B_Standard_Deviation_Upper_Boun,Joint_P_Value_S3,Joint_P_Value_T3,,jQTL_ID,Joint_P_Value_S5,Joint_P_Value_T5,Joint_P_Value_S7,Joint_P_Value_T7,Joint_P_Value_S9,Joint_P_Value_T9
2792,gpm78b,6209.46,1.829771962,0.400562295,0.299890012,0.860755312,2.260318232,0.688002755,62.30193237,61.6315619,62.97230283,12.08420901,10.90114779,13.39566348,61.59219858,61.09212037,62.0922768,10.58876907,9.694128373,11.56597335,0.290375653,0.271841603,FALSE,,0.298514636,0.00260335,0.298942898,8.18E-06,0.299340197,1.12E-06
2793,umc1698,6215.42,4.695252742,0.095595802,5.02933716,0.080889716,6.912652165,0.140576788,60.91485149,60.32675507,61.5029479,9.594078562,8.667466326,10.61975207,60.27786753,59.75682321,60.79891185,9.43333975,8.606425551,10.33970471,0.296821765,0.301662704,FALSE,,0.298514636,0.024695556,0.298942898,0.000139893,0.299340197,6.99E-06
2794,AY105451,6221.17,0.061142122,0.969891508,2.522241566,0.28333629,2.542801669,0.63698824,62.15546219,61.32238233,62.98854204,5.004550359,4.074967404,6.146190095,61.0056338,60.51887202,61.49239559,5.033500122,4.468912789,5.66941551,0.296691281,0.301662704,FALSE,,0.298514636,0.042923537,0.298942898,0.001525704,0.299340197,3.33558E-05
2795,IDP1976,6227.18,4.853563822,0.088320599,6.402660284,0.040708021,8.807339799,0.066099667,59.82120253,59.28325341,60.35915166,11.95198436,10.99463946,12.99268892,62.246,61.68885064,62.80314936,11.05290141,10.0626204,12.1406378,0.296691281,0.301662704,FALSE,,0.298514636,0.260311741,0.298942898,0.012643247,0.299340197,0.000435705
2796,IDP3844,6234.09,6.215086625,0.044710661,6.519037162,0.038406883,9.709259761,0.045620546,59.54982818,58.97870161,60.12095475,13.13184733,12.06874261,14.28859823,62.25177305,61.73412452,62.76942158,11.74079272,10.77589015,12.7920953,0.293449163,0.15637515,FALSE,,0.298514636,0.260311741,0.298942898,0.075816602,0.299340197,0.00362297
2797,lim286,6235.12,6.050661399,0.048541766,5.907336178,0.052148071,9.192882504,0.056455061,59.69691781,59.12781102,60.26602459,13.47990044,12.40164517,14.65190412,62.44526902,61.92954329,62.96099475,11.74735373,10.77088819,12.81234353,0.293449163,0.15637515,FALSE,,0.298514636,0.260311741,0.298942898,0.35825106,0.299340197,0.007280701
2798,wx1,6236.72,6.052402507,0.048499526,5.908410787,0.052120059,9.194400617,0.056419876,59.57698816,59.01665053,60.13732579,11.91925195,10.92967546,12.99842503,62.09625668,61.58136844,62.61114493,10.73103198,9.817624088,11.72942113,0.293449163,0.15637515,FALSE,,0.298514636,0.260311741,0.298942898,0.35825106,0.299340197,0.013257526
2799,umc1634,6238.22,7.081724916,0.028988315,6.207343999,0.044884085,10.56565872,0.031904477,59.48692811,58.93459563,60.03926058,13.72681246,12.66288188,14.88013409,62.59607843,62.05510633,63.13705053,12.27019329,11.23233727,13.4039461,0.295239371,0.15637515,FALSE,,0.298514636,0.260311741,0.298942898,0.124890925,0.299340197,0.016418637
2800,umc1258,6240.72,5.282866061,0.07125908,4.724620126,0.094202358,7.160502905,0.127645607,60.02992126,59.50591661,60.55392591,8.757597244,7.969061906,9.624157823,61.94578313,61.37732558,62.51424069,8.467222109,7.611473083,9.419181998,0.296691281,0.301662704,FALSE,,0.298514636,0.260311741,0.298942898,0.040951376,0.299340197,0.016418637
2801,AY109570,6241.42,4.809232673,0.090300134,4.59244044,0.100638517,6.567258209,0.160601597,60.11811024,59.52254378,60.71367669,12.19943606,11.12615369,13.37625243,62.31368421,61.74814342,62.87922501,11.2366916,10.21592739,12.35944945,0.296691281,0.301662704,FALSE,,0.298514636,0.07536703,0.298942898,0.008389244,0.299340197,0.004417717
2802,hon104a,6241.66,4.970409384,0.0833085,4.66341406,0.097129802,6.772706223,0.148398367,60.34375,59.80771185,60.87978815,12.72257367,11.7174291,13.81394156,61.49823322,60.96256207,62.03390436,12.27334534,11.26984396,13.36620155,0.296691281,0.301662704,FALSE,,0.298514636,0.074551222,0.298942898,0.008389244,0.299340197,0.00104904
2803,IDP3890,6241.72,6.359674871,0.041592416,4.364115012,0.112809186,7.872851725,0.096348418,59.47587354,58.94631963,60.00542746,13.231161,12.20225451,14.34682593,62.42752294,61.86486446,62.99018141,13.38853815,12.29739628,14.57649651,0.296691281,0.301662704,FALSE,,0.298514636,0.013817825,0.298942898,0.001910505,0.299340197,0.000213685
2804,umc1586,6244.72,6.075074624,0.047952837,5.065043665,0.079458387,8.254218701,0.082697382,59.75224417,59.23343499,60.27105334,8.944591146,8.118898833,9.854256399,62.01983471,61.4714249,62.56824452,9.735315802,8.871351516,10.68341995,0.296691281,0.164306736,FALSE,,0.298514636,0.013817825,0.298942898,0.001608207,0.299340197,3.88189E-05
2805,lim101,6247.32,4.675901998,0.096525216,1.465943883,0.480478911,6.538085754,0.162406435,59.32149901,58.78748438,59.85551365,7.819409575,7.023356793,8.705689872,63.97530864,63.45290823,64.49770906,8.042041761,7.265628993,8.901422814,0.296691281,0.026163053,TRUE,q36,0.298514636,0.013576939,0.298942898,0.000307647,0.299340197,5.16E-06
2806,ufg71,6249.42,8.477304032,0.014427026,4.10586928,0.128357667,9.854720196,0.042947314,59.48269581,58.93451244,60.03087919,8.608786323,7.780315441,9.525475222,62.98717949,62.45325937,63.52109961,8.400007673,7.589521536,9.297045745,0.292281897,0.026163053,TRUE,q36,0.298514636,0.002782775,0.298942898,5.07697E-05,0.299340197,3.23E-06
2807,gpm94,6249.43,8.429832312,0.01477356,4.083634074,0.129792658,9.802252347,0.043893766,60.65274725,60.06719897,61.23829554,9.386689529,8.445344531,10.43295984,63.81687243,63.2526867,64.38105816,9.351696756,8.442735481,10.35851857,0.290375653,0.004392729,TRUE,q36,0.298514636,0.000473054,0.298942898,3.86388E-05,0.299340197,2.89E-07
2808,mmp170b,6253.53,10.50330231,0.005238861,4.343503713,0.113977769,12.03832824,0.017068511,58.90811639,58.40988204,59.40635073,10.47602333,9.624902503,11.40240794,63.3046729,62.74401619,63.8653296,10.65542026,9.70318216,11.70110785,0.290375653,0.000658765,TRUE,q36,0.298514636,7.06448E-05,0.298942898,4.41E-06,0.299340197,2.10E-08
2809,gpm6,6253.97,7.851588353,0.019726464,4.341355664,0.11410025,9.378661814,0.05230108,59.64383562,59.09184163,60.1958296,11.39200413,10.39329886,12.48667626,63.34050881,62.76835008,63.91266753,11.79304629,10.75918277,12.92625507,0.290375653,8.73297E-05,TRUE,q36,0.298514636,7.28E-06,0.298942898,3.52E-07,0.299340197,1.13E-08
2810,IDP1681,6255.01,9.080456325,0.010670972,4.427414283,0.109294726,10.66128832,0.030646336,58.10555556,57.53461768,58.67649343,11.84149801,10.82236706,12.95659944,63.35148515,62.84315465,63.85981564,11.19727619,10.28531745,12.19009473,0.290375653,7.01541E-05,TRUE,q36,0.298514636,6.78E-07,0.298942898,2.27E-08,0.299340197,9.05E-10
2811,chr120,6258.63,9.034934956,0.010916635,4.4519074,0.107964404,10.62492095,0.031119055,59.04728546,58.51209173,59.58247919,10.08249684,9.193736574,11.05717374,62.47019868,61.93657915,63.0038182,10.31510465,9.429914797,11.28338763,0.290375653,4.27374E-05,TRUE,q36,0.298514636,4.35E-08,0.298942898,1.49E-09,0.299340197,9.05E-10
2812,psr160d,6261.23,9.163477026,0.010237084,4.388923397,0.111418522,10.72880685,0.029787009,57.95172414,57.41770903,58.48573924,10.35173489,9.453902826,11.33483358,63.4939759,62.96983789,64.01811392,10.18436786,9.301778509,11.15070076,0.290375653,0.000044602,TRUE,q36,0.298514636,1.75E-08,0.298942898,9.26E-11,0.299340197,9.05E-10
2813,gpm722,6261.24,9.159513611,0.010257391,4.385761006,0.111594836,10.72343115,0.029854566,60.10381356,59.53193961,60.67568751,8.267170899,7.407740815,9.226310205,64.18181818,63.62874755,64.73488881,8.351485322,7.519941664,9.274979807,0.290375653,3.34E-06,TRUE,q36,0.298514636,7.81E-09,0.298942898,9.26E-11,0.299340197,9.05E-10
2814,umc2338,6264.44,10.33384202,0.005702099,4.257065096,0.11901181,11.89566242,0.018144249,58.24369748,57.65120657,58.83618839,12.84357056,11.71624736,14.07936344,62.36283186,61.80517937,62.92048435,13.16937312,12.10444221,14.32799508,0.290375653,1.62E-06,TRUE,q36,0.298514636,6.37E-09,0.298942898,6.72E-10,0.299340197,2.27E-11
2815,umc2337,6265.14,10.27063305,0.005885188,4.280726081,0.117612137,11.82466119,0.01870389,58.63168317,58.05693229,59.20643405,11.31558407,10.30227104,12.42856476,62.88447653,62.32442547,63.4445276,11.53663933,10.54821263,12.61768716,0.290375653,8.37E-07,TRUE,q36,0.298514636,6.37E-09,0.298942898,4.51E-09,0.299340197,5.13E-13
2816,fdh2,6269.09,11.49522243,0.003190393,4.332099812,0.114629521,13.03482922,0.01110686,58.99357602,58.41493104,59.572221,6.128733584,5.387532451,6.971907026,64.17943925,63.64917959,64.70969892,6.044160063,5.35838152,6.817706191,0.290375653,5.30E-07,TRUE,q36,0.298514636,4.81E-08,0.298942898,1.38E-09,0.299340197,1.17E-13
2817,nact12,6269.15,11.66994308,0.002923507,4.641631281,0.098193462,13.38979457,0.009520196,58.4954792,57.95136082,59.03959759,9.640207972,8.760903985,10.6077649,63.06333333,62.53701864,63.58964803,9.704873086,8.853447878,10.63817881,0.290375653,4.21E-06,TRUE,q36,0.298514636,4.15E-07,0.298942898,2.96E-11,0.299340197,1.03E-13
2818,gpm902,6269.16,11.47536296,0.00322223,4.442511926,0.108472785,13.11752572,0.010715593,59.28205128,58.69655007,59.86755249,9.538500646,8.596042384,10.58428874,64.55809524,64.02869108,65.0874994,9.178843833,8.320119851,10.12619717,0.290375653,4.23444E-05,TRUE,q36,0.298514636,8.51E-08,0.298942898,8.34E-12,0.299340197,5.31E-14
2819,gpm133,6269.17,11.27182665,0.003567418,4.230214461,0.120620355,12.83590345,0.012106065,58.86788618,58.29926186,59.4365105,8.740206949,7.866027654,9.711536861,64.54425612,64.00801812,65.08049412,8.588234963,7.759797717,9.505116303,0.290375653,0.000417814,TRUE,q36,0.298514636,1.87E-08,0.298942898,9.00E-12,0.299340197,1.91E-15
2820,gpm721,6269.4,6.335291397,0.042102604,0.235714902,0.888822744,6.651843676,0.155470919,59.34978541,58.76856906,59.93100176,10.05375621,9.083384951,11.12779151,63.73828125,63.17662266,64.29993984,10.17228808,9.23346697,11.20656468,0.290375653,0.00016978,TRUE,q36,0.298514636,7.94E-09,0.298942898,3.34E-12,0.299340197,7.25E-16
2821,gpm137a,6269.41,6.241762019,0.044118283,0.117799826,0.942801127,6.468768336,0.166768899,60.02247191,59.4331898,60.61175402,7.659817266,6.811960948,8.613202717,63.8875969,63.33577731,64.43941649,7.71157463,6.915625788,8.599132615,0.290375653,7.52937E-05,TRUE,q36,0.298514636,1.14E-08,0.298942898,1.22E-12,0.299340197,1.52E-16
2822,gpm46,6269.42,6.244174475,0.044065098,0.086455983,0.957693019,6.446235438,0.168209666,59.81318681,59.22827867,60.39809495,7.341470382,6.520103762,8.266308227,64.87317073,64.2658352,65.48050626,7.258151958,6.405356877,8.224486295,0.290375653,4.36839E-05,TRUE,q36,0.298514636,8.30E-09,0.298942898,6.57E-13,0.285496495,3.16E-17
2823,IDP380,6271.36,14.59133425,0.000678472,4.558140858,0.102379331,16.57200836,0.002340254,57.60263654,57.03064668,58.17462639,11.827008,10.8029263,12.94816925,63.68988391,63.18126032,64.19850751,11.2323148,10.31712471,12.22868767,0.290375653,8.04221E-05,TRUE,q36,0.298514636,6.78E-09,0.298942898,1.94E-13,0.285496495,3.89E-17
2824,IDP4017,6271.38,14.59128018,0.000678491,4.558052056,0.102383877,16.57186291,0.002340406,58.09671533,57.53300877,58.66042188,10.3297528,9.399581021,11.35197332,63.27923211,62.76883946,63.78962476,9.633719738,8.784490047,10.56504766,0.290375653,4.50E-06,TRUE,q36,0.298514636,4.97E-09,0.280032448,8.38E-14,0.285496495,6.06E-16
2825,gpm566a,6271.64,13.45432084,0.00119793,4.50934991,0.104907638,15.29373806,0.004129199,60.62043796,60.06009028,61.18078563,8.833654377,7.985795874,9.771530713,62.95454546,62.42593713,63.48315378,8.276814803,7.468248973,9.17292173,0.290375653,1.96E-07,TRUE,q36,0.298514636,1.97E-09,0.280032448,2.18E-13,0.285496495,1.03E-15
2826,bcd1421,6272.48,9.209916471,0.01000212,1.045441184,0.592905298,10.32015196,0.035366619,58.50287908,57.93432053,59.07143763,11.59928251,10.58398218,12.71197859,62.82922201,62.27759795,63.38084607,11.33047471,10.34411144,12.4108927,0.290375653,6.48E-09,TRUE,q36,0.271071409,3.99E-11,0.280032448,4.13E-12,0.285496495,2.32E-15
2827,gpm820a,6273.2,12.46014948,0.001969305,4.497762073,0.105517229,14.27124333,0.006477831,59.73818898,59.18013439,60.29624356,10.6597183,9.694576269,11.7209449,63.57922535,63.05303047,64.10542023,10.63020631,9.71767765,11.62842505,0.290375653,7.36E-09,TRUE,q36,0.271071409,4.34E-12,0.280032448,1.01E-11,0.285496495,5.91E-15
2828,php20052,6273.38,12.46136254,0.001968111,4.500636026,0.105365712,14.27406935,0.006469808,58.9103139,58.28968532,59.53094249,10.43805686,9.408433754,11.58035799,63.53249476,62.94751976,64.11746976,10.19753207,9.223228344,11.27475722,0.290375653,8.57E-09,TRUE,q36,0.271071409,4.34E-12,0.280032448,1.17E-12,0.285496495,1.54E-14
2829,bnl5.10,6274.18,12.46277481,0.001966721,4.50238323,0.105273704,14.27690523,0.006461767,58.5,57.87478024,59.12521976,8.659425765,7.725597236,9.70613045,62.9684874,62.39599494,63.54097985,8.3593658,7.496406353,9.321666047,0.290375653,4.14E-08,TRUE,q36,0.298514636,3.66E-11,0.280032448,1.47E-13,0.285496495,3.66E-14
2830,bnl5.46b,6275.08,14.10198127,0.00086655,4.558683461,0.10235156,15.9949893,0.003025895,58.08316832,57.52010792,58.64622872,10.38933535,9.434053536,11.44134795,63.38702461,62.79874996,63.97529925,10.22581914,9.229408806,11.3298023,0.290375653,4.40E-07,TRUE,q36,0.298514636,2.48E-10,0.280032448,1.79E-14,0.285496495,4.68E-15
2831,umc1599,6275.18,14.06748548,0.000881626,4.572778827,0.101632754,15.97863091,0.003047972,58.51346801,57.97214374,59.05479229,12.18613652,11.19715602,13.262468,63.23367698,62.71666841,63.75068554,11.54031117,10.5945421,12.57050853,0.290375653,1.40E-06,TRUE,q36,0.298514636,1.09E-09,0.298942898,1.33E-13,0.285496495,6.41E-16
2832,csu623a,6275.68,9.671673811,0.007940041,0.252498449,0.881395154,9.960168683,0.041104007,58.86917563,58.32869618,59.40965507,10.73743099,9.805323526,11.75814587,63.57400722,63.03512747,64.11288698,10.67194644,9.74233497,11.69026123,0.290375653,4.01E-06,TRUE,q36,0.298514636,1.25E-09,0.298942898,9.11E-13,0.285496495,3.18E-17
2833,umc1191,6277.88,7.822751983,0.020012945,4.384604433,0.111659388,9.383013754,0.052207358,59.41587902,58.84821745,59.98354058,11.49663926,10.49185106,12.59765445,61.85316847,61.34680835,62.35952859,11.34895194,10.44819101,12.32736939,0.290375653,0.000011189,TRUE,q36,0.298514636,4.47E-09,0.298942898,4.19E-12,0.299340197,1.01E-16
2834,mmp2,6280.58,8.026982236,0.0180702,4.343544268,0.113975458,9.570436583,0.048319881,58.28571429,57.68701917,58.88440941,11.32928527,10.27276743,12.49446223,63.21080139,62.68261086,63.73899193,11.15020271,10.21269547,12.17377144,0.290375653,5.41489E-05,TRUE,q36,0.298514636,1.39E-08,0.298942898,2.10E-12,0.299340197,5.28E-15
2835,asg63a,6283.08,8.684456341,0.013007513,4.386283342,0.111565695,10.28471111,0.03589536,58.5904059,58.03898791,59.1418239,6.520288219,5.80088351,7.328910913,63.00321027,62.48332423,63.52309631,6.572031075,5.893081817,7.329202918,0.290375653,0.000254803,TRUE,q36,0.298514636,4.45E-08,0.298942898,3.21E-12,0.299340197,2.59E-14
2836,IDP1694,6283.25,8.386044378,0.015100579,4.383769768,0.111705997,9.966105601,0.041002516,58.85,58.21867278,59.48132722,12.1584431,11.04587189,13.38307561,62.34234234,61.86144217,62.82324251,10.96707842,10.10900304,11.89798921,0.290375653,0.000263043,TRUE,q36,0.298514636,1.01E-07,0.298942898,8.27E-11,0.299340197,2.28E-13
2837,IDP717,6283.48,8.185434743,0.016693809,4.387621529,0.111491072,9.763283563,0.044609616,58.05242718,57.46955238,58.63530199,10.63106115,9.655575405,11.7050985,62.73762376,62.23169008,63.24355744,10.06079114,9.206606919,10.99422612,0.290375653,4.44196E-05,TRUE,q36,0.298514636,2.45E-07,0.298942898,2.69E-10,0.299340197,8.05E-13
2838,BE518809,6283.49,8.185375731,0.016694301,4.387637994,0.111490154,9.763224453,0.04461071,58.7948244,58.2394606,59.3501882,11.79958041,10.79361227,12.89930511,61.52020202,61.01035422,62.03004982,11.36617554,10.43954197,12.37505888,0.290375653,1.96149E-05,TRUE,q36,0.298514636,1.66E-06,0.298942898,9.63E-09,0.299340197,2.83E-12
2839,gtd101,6283.52,8.185375293,0.016694305,4.387694558,0.111487001,9.763252069,0.044610199,59.25097276,58.67338715,59.82855838,12.00720305,10.95992074,13.1545591,62.43143813,61.90367768,62.95919858,11.83973397,10.87918802,12.8850885,0.290375653,1.07057E-05,TRUE,q36,0.298514636,2.57E-07,0.298942898,5.03E-08,0.299340197,8.92E-12
2840,umc2339,6283.98,8.183684415,0.016708425,4.386956602,0.111528145,9.761548141,0.044641754,58.75510204,58.15164404,59.35856005,12.01429693,10.93454129,13.20067545,62.78631052,62.25555099,63.31707005,11.69652005,10.74154261,12.73639981,0.290375653,6.81677E-05,TRUE,q36,0.298514636,1.59E-06,0.298942898,5.38E-08,0.299340197,3.02E-10
2841,IDP248,6284.43,10.76782342,0.004589833,4.692689499,0.095718398,12.80114156,0.012289456,57.71266541,57.13516478,58.29016604,12.49835315,11.43381999,13.6619985,63.57355372,63.06744641,64.07966103,11.73129419,10.79429469,12.74963,0.290375653,6.81634E-05,TRUE,q36,0.298514636,1.84E-06,0.298942898,7.76E-09,0.299340197,1.44E-09
2842,IDP3862,6284.98,10.76877573,0.004587648,4.692610131,0.095722197,12.80201752,0.012284801,58.2952381,57.71353991,58.87693628,9.911927827,8.981930493,10.93821794,63.06441224,62.56012009,63.56870439,9.408550868,8.593703896,10.30066087,0.290375653,0.000411377,TRUE,q36,0.298514636,1.98E-06,0.298942898,4.85E-08,0.299340197,1.48E-09
2843,umc1271,6285.58,6.504963583,0.038678098,0.399542634,0.818918004,6.848021273,0.144140903,59.05405405,58.50501625,59.60309186,9.517962392,8.64311557,10.48136026,63.24548737,62.71806369,63.77291104,9.179965101,8.335460365,10.11003059,0.290375653,0.000422987,TRUE,q36,0.298514636,1.86E-06,0.298942898,5.25E-08,0.299340197,1.48E-09
2844,umc1691,6289.18,8.201647666,0.016559028,4.375534493,0.11216691,9.774710447,0.044398555,59.00380952,58.439942,59.56767705,7.456893191,6.672602553,8.33336852,62.39150228,61.88857659,62.89442796,7.452710738,6.74896208,8.229842853,0.290375653,0.000435606,TRUE,q36,0.298514636,1.16183E-05,0.298942898,5.38E-08,0.299340197,1.42E-09
2845,umc1688,6292.68,7.393806492,0.024800208,4.366834705,0.112655887,8.928410053,0.062914012,58.98288973,58.41472746,59.551052,9.11336896,8.235582678,10.08471374,63.43571429,62.90710949,63.96431908,8.798407448,7.975824743,9.70582681,0.290375653,0.000825928,TRUE,q36,0.298514636,1.13092E-05,0.298942898,3.34E-07,0.299340197,1.56E-09
2846,IDP312,6294.28,8.093678038,0.017477534,4.380339552,0.111897749,9.635145066,0.047043177,58.18065693,57.61832113,58.74299274,11.92943861,10.91578723,13.03721872,63.32593857,62.80184188,63.85003526,11.51333662,10.56592717,12.54569693,0.292281897,0.009004546,TRUE,q36,0.298514636,1.10801E-05,0.298942898,3.33E-07,0.299340197,9.69E-09
2847,ensl016,6294.35,8.094335229,0.017471792,4.381860063,0.111812711,9.636402355,0.047018693,59.10928962,58.55535944,59.6632198,11.49601848,10.51109832,12.57322849,62.4863124,61.97190691,63.00071789,11.36085604,10.44326236,12.35907377,0.290375653,0.001644439,TRUE,q36,0.298514636,0.000131965,0.298942898,3.29E-07,0.299340197,9.43E-09
2848,umc1921,6294.68,8.403246207,0.014971257,4.53397555,0.103623849,10.04835865,0.039620918,59.16608997,58.63868226,59.69349767,11.63955206,10.67972711,12.68563989,62.51967213,61.98784825,63.05149601,12.04334677,11.07553319,13.09573083,0.290375653,0.001615987,TRUE,q36,0.298514636,0.000266028,0.298942898,1.89E-06,0.299340197,9.02E-09
2849,umc1700,6296.88,6.006853723,0.049616747,0.255668042,0.879999429,6.328370215,0.175930807,59.46707504,58.97475019,59.95939989,11.37259482,10.48260886,12.33814165,63.20921305,62.64250092,63.77592518,11.68032984,10.66189868,12.79604219,0.290375653,0.001615987,TRUE,q36,0.298514636,4.78316E-05,0.298942898,3.78E-06,0.299340197,7.49E-09
2850,umc2087,6297.38,9.296138515,0.009580081,2.501678316,0.286264475,9.934505721,0.041545495,58.11022044,57.52971186,58.69072902,9.088612998,8.191641824,10.08380103,64.07207207,63.45412796,64.69001618,9.120798648,8.169449324,10.18293458,0.290375653,0.001559312,TRUE,q36,0.298514636,0.000264084,0.298942898,7.31E-06,0.299340197,7.66E-09
2851,IDP3968,6297.71,6.757855167,0.034083987,4.924510575,0.085242488,9.848809575,0.043052948,59.11292962,58.60220964,59.62364961,9.241023231,8.426839532,10.13387166,62.89719626,62.31699929,63.47739323,9.750134541,8.834961492,10.76010616,0.290375653,0.001506495,TRUE,q36,0.298514636,4.65947E-05,0.298942898,1.10E-06,0.299340197,1.61E-08
2852,gpm241,6298.36,5.249315538,0.072464552,3.88938797,0.143030986,8.394221671,0.078159164,60.19895288,59.55291829,60.84498747,9.799627476,8.746970991,10.97896618,64.29832936,63.6693202,64.92733851,9.973385212,8.947878696,11.1164239,0.290375653,0.008436958,TRUE,q36,0.298514636,4.35218E-05,0.298942898,1.12E-06,0.299340197,3.61E-08
2853,AW257883,6298.78,7.997504579,0.018338506,4.665676169,0.097020005,9.793885356,0.044046532,59.07053942,58.49100948,59.65006936,9.567062427,8.634528955,10.60030998,63.55040323,62.97518354,64.12562291,9.625456717,8.699904299,10.64947542,0.290375653,0.001557073,TRUE,q36,0.298514636,3.53277E-05,0.298942898,1.93E-07,0.299340197,3.61E-08
2854,umc1743,6299.08,8.009554942,0.018228345,4.679504276,0.096351517,9.812502627,0.043707307,59.296875,58.77895779,59.81479221,9.615464097,8.763703597,10.55000877,62.07142857,61.5044946,62.63836255,10.41298095,9.489042377,11.4268825,0.290375653,0.001551764,TRUE,q36,0.298514636,3.89108E-05,0.298942898,1.96E-07,0.299340197,2.04E-07
2855,umc114,6299.38,7.740618527,0.02085192,4.295268974,0.116760029,9.312829755,0.053738553,59.3321492,58.810171,59.8541274,11.20781206,10.26631729,12.23564865,62.45910781,61.88247279,63.03574282,12.06681583,11.03090677,13.2000068,0.290375653,0.001311419,TRUE,q36,0.298514636,6.59E-06,0.298942898,1.13E-06,0.299340197,2.04E-07
2856,AY103770,6299.68,8.10180437,0.017406664,4.667515694,0.096930811,9.885796214,0.042396003,59.05479452,58.49261034,59.6169787,9.308105339,8.415690286,10.2951537,62.45469799,61.92147808,62.98791789,9.506622085,8.659563229,10.43653832,0.290375653,0.00023441,TRUE,q36,0.298514636,7.26E-06,0.298942898,6.78E-06,0.299340197,1.07E-06
2857,gpm809b,6299.69,8.140013984,0.017077269,4.728484449,0.09402052,9.954871895,0.041194759,59.60940326,59.08119896,60.13760755,10.03656041,9.146422324,11.01332754,63.12895377,62.4863744,63.77153314,10.48397211,9.413271389,11.67645834,0.290375653,0.000241663,TRUE,q36,0.298514636,4.37973E-05,0.298942898,6.78E-06,0.299340197,5.45E-06
2858,bnl5.04,6301.19,8.286924269,0.01586782,5.336578539,0.069370799,10.55169804,0.032092265,58.6201232,58.03834737,59.20189904,7.87419594,7.039511968,8.807849462,62.98245614,62.35469727,63.61021501,8.15408985,7.262478928,9.155163402,0.290375653,0.000256577,TRUE,q36,0.298514636,4.37973E-05,0.298942898,3.86388E-05,0.299340197,2.81924E-05
2859,gpm68,6301.37,7.750225354,0.020752,4.799036754,0.090761656,9.663408822,0.046495716,60.06995885,59.52850201,60.61141569,8.021148604,7.200044564,8.935892599,64.64778325,63.99687851,65.29868799,8.681479646,7.713991896,9.770309569,0.290375653,0.000256577,TRUE,q36,0.298514636,0.000242629,0.298942898,0.000193731,0.299340197,2.81924E-05
2860,umc1267,6302.69,7.754908917,0.02070346,4.78558634,0.091374104,9.665308122,0.046459147,59.05263158,58.53269505,59.57256811,9.064971305,8.245612359,9.965749198,62.6137931,61.97627194,63.25131427,9.487236204,8.496970059,10.59291137,0.290375653,0.001522991,TRUE,q36,0.298514636,0.001225565,0.298942898,0.000193731,0.299340197,0.000134718
2861,rz682,6303.29,6.412818765,0.040501779,6.379097915,0.041190445,9.540434813,0.048923,59.24871355,58.73349485,59.76393225,11.32393841,10.39067547,12.34102455,62.49458484,61.92678545,63.06238423,12.1330837,11.10841961,13.25226498,0.292281897,0.00837375,TRUE,q36,0.298514636,0.001225565,0.298942898,0.000877866,0.299340197,0.000584438
2862,lim99b,6304.89,4.563509574,0.102104877,5.348068461,0.068973409,8.167594793,0.085628347,59.7635468,59.25541441,60.27167919,11.41322422,10.49212174,12.41519022,62.73605948,62.16234307,63.30977589,12.085356,11.05039233,13.21725287,0.296691281,0.043919311,TRUE,q36,0.298514636,0.005606062,0.298942898,0.00348367,0.299340197,0.000584438
2863,gpm731,6306.57,2.375621463,0.304888016,1.700938259,0.427214466,3.532566474,0.472943849,60.01503759,59.48242761,60.54764758,7.630997867,6.856748533,8.492673775,63.67408907,63.10087908,64.24729906,7.859536957,7.033636378,8.782416074,0.296691281,0.170718811,FALSE,,0.298514636,0.022936437,0.298942898,0.00348367,0.299340197,0.002205976
2864,sbp4,6311.09,5.1826896,0.074919221,5.193698763,0.074507955,7.440950031,0.114341513,59.82398754,59.33049115,60.31748393,11.16467263,10.27940536,12.12617955,62.28461539,61.6912168,62.87801397,12.0396971,10.98374265,13.19716885,0.296720159,0.301662704,FALSE,,0.298514636,0.090257814,0.298942898,0.013131968,0.299340197,0.007524086
2865,bnlg1714,6311.49,5.186342673,0.074782503,5.193812867,0.074503704,7.444514346,0.114181011,59.79104478,59.28321601,60.29887355,11.0153862,10.11140994,12.00017939,61.77312391,61.20947026,62.33677756,11.8725045,10.87409802,12.96257977,0.30076288,0.301662704,FALSE,,0.302558162,0.280108784,0.298942898,0.044208877,0.299340197,0.007524086
2866,gpm165,6313.29,2.949368089,0.228851022,3.96603532,0.137653219,5.021896498,0.285058148,61.34136546,60.77621052,61.90652041,10.67519533,9.699078324,11.74954893,62.78054299,62.16497033,63.39611565,10.93581712,9.877484586,12.1075457,0.348331677,0.301662704,FALSE,,0.330425334,0.431199908,0.298942898,0.143423134,0.299340197,0.024458041
2867,lim166,6313.49,3.503276057,0.17348953,4.455874515,0.107750463,5.564788972,0.234092904,60.18853974,59.66350046,60.71357902,10.36335028,9.452559914,11.36189879,61.75528169,61.1891203,62.32144308,11.37619013,10.39937399,12.44475888,0.318010888,0.301662704,FALSE,,0.333472195,0.431199908,0.298942898,0.381803336,0.299340197,0.024159057
